title,details,type,type_id,host,date,time,location,link
VIRTUAL- Yoga in the Wellness Center,"This wellness experience will allow you to focus on your mind-body connection through physical poses, controlled breathing, and relaxation that will help you manage stress and anxiety.We have moved this group online! Join Zoom, and use the meeting ID: 522-683-8410.Mondays- 4:00pm-4:50pm.",Health/Wellness,1,Student Wellness Center,"Mon, Apr 6, 2020",4 PM – 4:50 PM EDT (GMT-4),Student Wellness Center | Room 148,https://dukegroups.com/events/rsvp?id=644500
VIRTUAL-Tea Tasting in the Wellness Center,"In partnership with Duke CommuniTEA, this wellness experience allows you to gain a deeper understanding of wellness through tea culture. You will have the opportunity to interact through the medium of tea appreciation in a space that promotes relaxation and self-care.This group has moved online. Join Zoom, use the meeting ID: 542-447-2388",Health/Wellness,1,Student Wellness Center,"Sun, Apr 5, 2020",5 PM – 5:50 PM EDT (GMT-4),Student Wellness Center | Oasis Room 129,https://dukegroups.com/events/rsvp?id=644390
VIRTUAL- Recovery Group Meeting,Are you in recovery? Do you need support and community? Join DuWell on Sundays at 4PM on Zoom. https://duke.zoom.us/j/238991467,Health/Wellness,1,Student Wellness Center,"Sun, Apr 5, 2020",4 PM – 5 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=687060
Knitting Group in the Wellness Center,"Created by one of our Wellness Interns, this wellness experience gives you a chance to become a part of an inclusive community while learning or improving upon a skill that promotes wellness through the mindful activity of knitting. All materials are provided and no prior experience necessary!We have moved this group online! Join Zoom, and use the meeting ID: 424-125-060Wednesdays- 6:30pm-7:20pm",Health/Wellness,1,Student Wellness Center,"Mon, Mar 30, 2020",6:30 PM – 7:20 PM EDT (GMT-4),Student Wellness Center | Oasis Room 128,https://dukegroups.com/events/rsvp?id=644543
MOVED ONLINE- Sleight of Hand in the Wellness Center,"This wellness experience gives you the opportunity to learn sleight of hand techniques and close-up magic in an inviting, fun, and relaxed social atmosphere. No experience necessary! Performing magic serves as a positive distraction, provides an opportunity to learn a new skill to share with others, and promotes mindfulness through hands-on learning. Each session is facilitated by a member of the Duke Sleight Club. This group meets every Monday from 5:00pm - 5:50pm. This class is now online. Visit: https://shib.oit.duke.edu/idp/authn/external?conversation=e1s1. Meeting ID: 442-577-3576.Open to all Duke Students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Mon, Mar 30, 2020",5 PM – 5:50 PM EDT (GMT-4),ONLINE- Zoom: https://shib.oit.duke.edu/idp/authn/external?conversation=e1s1,https://dukegroups.com/events/rsvp?id=644516
NOW ONLINE- Tea Tasting in the Wellness Center,"In partnership with Duke CommuniTEA, this wellness experience allows you to gain a deeper understanding of wellness through tea culture. You will have the opportunity to interact through the medium of tea appreciation in a space that promotes relaxation and self-care. This group meets every Sunday from 5:00pm - 5:50pm. This session has now moved to the Zoom online platform.Visit: https://shib.oit.duke.edu/idp/authn/external?conversation=e1s1Zoom ID:  542-447-2388",Health/Wellness,1,Student Wellness Center,"Sun, Mar 29, 2020",5 PM – 5:50 PM EDT (GMT-4),ONLINE- Zoom: https://shib.oit.duke.edu/idp/authn/external?conversation=e1s1,https://dukegroups.com/events/rsvp?id=644389
VIRTUAL- Koru 2.0 Meditation | Class Starting: March 26th 4:15pm-5:30pm,"Students have to complete Basic Koru Meditation before registering for Koru 2.0.To register: https://student.korumindfulness.org/course-detail.html?course_id=3209Developed right here at Duke, Koru Mindfulness is an evidence-based program specifically designed for teaching mindfulness and meditation as way to manage stress and reduce anxiety.To participate, you will be required to attend all 4 classes consecutively.Dates: March 26th, April 2nd, 9th and 16th.Time: 4:15PM-5:30PM",Health/Wellness,1,Student Wellness Center,"Thu, Mar 26, 2020",4:15 PM – 5:30 PM EDT (GMT-4),Online- Zoom,https://dukegroups.com/events/rsvp?id=696976
MOVED ONLINE-Knitting Group in the Wellness Center,"Created by one of our Wellness Interns, this wellness experience gives you a chance to become a part of an inclusive community while learning or improving upon a skill that promotes wellness through the mindful activity of knitting. All materials are provided and no prior experience necessary! This group meets every Monday from 6:30pm - 7:20pm. This has now moved online through the Zoom Platform. Visit: https://shib.oit.duke.edu/idp/authn/external?conversation=e1s1.Open to all Duke Students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Mon, Mar 23, 2020",6:30 PM – 7:20 PM EDT (GMT-4),Student Wellness Center | Oasis Room 128,https://dukegroups.com/events/rsvp?id=644542
MOVED ONLINE- Sleight of Hand in the Wellness Center,"This wellness experience gives you the opportunity to learn sleight of hand techniques and close-up magic in an inviting, fun, and relaxed social atmosphere. No experience necessary! Performing magic serves as a positive distraction, provides an opportunity to learn a new skill to share with others, and promotes mindfulness through hands-on learning. Each session is facilitated by a member of the Duke Sleight Club. This group meets every Monday from 5:00pm - 5:50pm. This has been moved to Zoom!  Visit: https://shib.oit.duke.edu/idp/authn/external?conversation=e1s1Meeting ID: 319-057-301Open to all Duke Students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Mon, Mar 23, 2020",5 PM – 5:50 PM EDT (GMT-4),ONLINE- Zoom: https://shib.oit.duke.edu/idp/authn/external?conversation=e1s1,https://dukegroups.com/events/rsvp?id=696831
VIRTUAL- Yoga in the Wellness Center,"This wellness experience will allow you to focus on your mind-body connection through physical poses, controlled breathing, and relaxation that will help you manage stress and anxiety. This group meets every Monday from 4:00pm-4:50pm.We have moved this group online! Join Zoom, and use the meeting ID: 522-683-8410.",Health/Wellness,1,Student Wellness Center,"Mon, Mar 23, 2020",4 PM – 4:50 PM EDT (GMT-4),Student Wellness Center | Room 148,https://dukegroups.com/events/rsvp?id=644499
Expressive Writing in the Wellness Center,Expressive writing workshops use writing to help you explore ways to manage stressful events and upheavals in your life. It focuses on internal healing and self-reflection to improve mental and physical health. You will be guided through a series of restorative writing exercises; no previous writing experience is necessary! Join us to start writing your story. This group meets every Thursday from 3:00pm-3:50pm in Room 148 of the Student Wellness Center.,Health/Wellness,1,Student Wellness Center,"Thu, Mar 5, 2020",3 PM – 3:50 PM EST (GMT-5),Student Wellness Center | Room 148,https://dukegroups.com/events/rsvp?id=644727
Global Conversations in the Wellness Center,"Come join us for English conversations on cultural perspectives, world news, local events, and more. Thursdays from 1:00-1:50PM in Wellness Center Room 148. International and domestic students, scholars, spouses, and staff are all welcome! No registration is necessary. Questions? Contact Rene Caputo, r.caputo@duke.edu",Health/Wellness,1,Student Wellness Center,"Thu, Mar 5, 2020",1 PM – 1:50 PM EST (GMT-5),Student Wellness Center | Room 148,https://dukegroups.com/events/rsvp?id=644703
PASH Chat in the Wellness Center,"Peer Advocacy for Sexual Health (PASH) Chat is an opportunity for students to discuss sexual health and healthy relationships in a safe and empowering environment. This group meets every Wednesday from 6:00pm-6:50pm in Room 144 of the Student Wellness Center. Open to all Duke Students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Wed, Mar 4, 2020",6 PM – 6:50 PM EST (GMT-5),Student Wellness Center | Room 144,https://dukegroups.com/events/rsvp?id=644682
Meditative Art in the Wellness Center,Meditative Art is an opportunity to relax and be creative without the pressure of performing. We invite you to practice mindfulness and experience peace by leaving it all on paper. No experience necessary and materials will be provided. This group meets every Tuesday from 6:30PM-7:20PM in the Student Wellness Center Room 148.,Health/Wellness,1,Student Wellness Center,"Tue, Mar 3, 2020",6:30 PM – 7:20 PM EST (GMT-5),Student Wellness Center | Room 148,https://dukegroups.com/events/rsvp?id=644660
Drum Circle in the Wellness Center,"Relax, restore, and energize your physical and mental well-being by coming together to create rhythm, a universal language that allows us to connect with ourselves and others. Through this experience you will begin to encounter how drumming induces relaxation and feelings of well-being, while releasing stress. This group meets every Tuesday from 5:15pm - 6:15pm in Room 148 of the Student Wellness Center. Open to all Duke Students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Tue, Mar 3, 2020",5:15 PM – 6:15 PM EST (GMT-5),Student Wellness Center | Room 148,https://dukegroups.com/events/rsvp?id=644632
Flower Power in the Wellness Center,"This wellness experience focuses on creating moments of relaxation and relationship building through crafting. This group meets biweekly on Tuesdays from 5:00pm-5:50pm in Room 144 of the Student Wellness Center. Open to all Duke Students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Tue, Mar 3, 2020",5 PM – 5:50 PM EST (GMT-5),Student Wellness Center | Room 144,https://dukegroups.com/events/rsvp?id=644781
Tai Chi in the Wellness Center,"Often described as meditation in motion, this wellness experience will allow you to practice self care through exercise while decreasing stress and promoting serenity through gentle, flowing movements. This group meets every Tuesday from 4:00pm - 4:50pm in Room 148 of the Student Wellness Center. Open to all Duke Students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Tue, Mar 3, 2020",4 PM – 4:50 PM EST (GMT-5),Student Wellness Center | Room 148,https://dukegroups.com/events/rsvp?id=644617
Yoga in the Wellness Center,"This wellness experience will allow you to focus on your mind-body connection through physical poses, controlled breathing, and relaxation that will help you manage stress and anxiety. This group meets every Monday from 4:00pm-4:50pm and Tuesday from 3:00pm - 3:50pm in Room 148. Open to all Duke Students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Tue, Mar 3, 2020",3 PM – 3:50 PM EST (GMT-5),Student Wellness Center | Room 148,https://dukegroups.com/events/rsvp?id=644596
Puppies in the Wellness Center,"Do you love puppies?Come help the Duke Canine Cognition Center by socializing their puppies! They'll bring the puppies, you bring the fun!Tuesdays at 12:00PM in the Student Wellness Center Room 148",Health/Wellness,1,Student Wellness Center,"Tue, Mar 3, 2020",12 PM – 1 PM EST (GMT-5),Student Wellness Center Room 148 (1st Floor) Behind the Pharmacy,https://dukegroups.com/events/rsvp?id=686381
Knitting Group in the Wellness Center,"Created by one of our Wellness Interns, this wellness experience gives you a chance to become a part of an inclusive community while learning or improving upon a skill that promotes wellness through the mindful activity of knitting. All materials are provided and no prior experience necessary! This group meets every Monday from 6:30pm - 7:20pm in Oasis West, Room 128 of the Student Wellness Center. Open to all Duke Students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Mon, Mar 2, 2020",6:30 PM – 7:20 PM EST (GMT-5),Student Wellness Center | Oasis Room 128,https://dukegroups.com/events/rsvp?id=644540
Sleight of Hand in the Wellness Center,"This wellness experience gives you the opportunity to learn sleight of hand techniques and close-up magic in an inviting, fun, and relaxed social atmosphere. No experience necessary! Performing magic serves as a positive distraction, provides an opportunity to learn a new skill to share with others, and promotes mindfulness through hands-on learning. Each session is facilitated by a member of the Duke Sleight Club. This group meets every Monday from 5:00pm - 5:50pm in Room 128 of the Student Wellness Center. Open to all Duke Students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Mon, Mar 2, 2020",5 PM – 5:50 PM EST (GMT-5),Student Wellness Center | Oasis Room 129,https://dukegroups.com/events/rsvp?id=644513
Yoga in the Wellness Center,"This wellness experience will allow you to focus on your mind-body connection through physical poses, controlled breathing, and relaxation that will help you manage stress and anxiety. This group meets every Monday from 4:00pm-4:50pm and Tuesday from 3:00pm - 3:50pm in Room 148. Open to all Duke Students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Mon, Mar 2, 2020",4 PM – 4:50 PM EST (GMT-5),Student Wellness Center | Room 148,https://dukegroups.com/events/rsvp?id=644497
Guided Meditation in the Wellness Center,"This wellness experience allows you to learn a new skill or continue your practice as you relax more and worry less while coming together with the greater Duke community. Each session is guided by a facilitator. This group meets every Monday from 12:00pm - 12:50pm in Room 148 of the Student Wellness Center. Open to all Duke Students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Mon, Mar 2, 2020",12 PM – 12:50 PM EST (GMT-5),Student Wellness Center | Room 148,https://dukegroups.com/events/rsvp?id=644427
Tea Tasting in the Wellness Center,"In partnership with Duke CommuniTEA, this wellness experience allows you to gain a deeper understanding of wellness through tea culture. You will have the opportunity to interact through the medium of tea appreciation in a space that promotes relaxation and self-care. This group meets every Sunday from 5:00pm - 5:50pm in Oasis West, Room 128 in the Student Wellness Center.",Health/Wellness,1,Student Wellness Center,"Sun, Mar 1, 2020",5 PM – 5:50 PM EST (GMT-5),Student Wellness Center | Oasis Room 129,https://dukegroups.com/events/rsvp?id=644386
Expressive Writing in the Wellness Center,Expressive writing workshops use writing to help you explore ways to manage stressful events and upheavals in your life. It focuses on internal healing and self-reflection to improve mental and physical health. You will be guided through a series of restorative writing exercises; no previous writing experience is necessary! Join us to start writing your story. This group meets every Thursday from 3:00pm-3:50pm in Room 148 of the Student Wellness Center.,Health/Wellness,1,Student Wellness Center,"Thu, Feb 27, 2020",3 PM – 3:50 PM EST (GMT-5),Student Wellness Center | Room 148,https://dukegroups.com/events/rsvp?id=644726
Global Conversations in the Wellness Center,"Come join us for English conversations on cultural perspectives, world news, local events, and more. Thursdays from 1:00-1:50PM in Wellness Center Room 148. International and domestic students, scholars, spouses, and staff are all welcome! No registration is necessary. Questions? Contact Rene Caputo, r.caputo@duke.edu",Health/Wellness,1,Student Wellness Center,"Thu, Feb 27, 2020",1 PM – 1:50 PM EST (GMT-5),Student Wellness Center | Room 148,https://dukegroups.com/events/rsvp?id=644702
PASH Chat in the Wellness Center,"Peer Advocacy for Sexual Health (PASH) Chat is an opportunity for students to discuss sexual health and healthy relationships in a safe and empowering environment. This group meets every Wednesday from 6:00pm-6:50pm in Room 144 of the Student Wellness Center. Open to all Duke Students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Wed, Feb 26, 2020",6 PM – 6:50 PM EST (GMT-5),Student Wellness Center | Room 144,https://dukegroups.com/events/rsvp?id=644681
Paint Night in the Wellness Center,"Created by one of our Wellness Interns, this wellness experience gives you a chance to become a part of an inclusive community while learning or improving upon a skill that promotes wellness through the mindful activity of painting while listening to music. All materials are provided and no prior experience necessary! This group meets biweekly on Wednesdays from 5:30pm - 7:20pm in Room 148 of the Student Wellness Center. Open to all Duke Students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Wed, Feb 26, 2020",5:30 PM – 7:20 PM EST (GMT-5),Student Wellness Center | Room 148,https://dukegroups.com/events/rsvp?id=644789
Meditative Art in the Wellness Center,Meditative Art is an opportunity to relax and be creative without the pressure of performing. We invite you to practice mindfulness and experience peace by leaving it all on paper. No experience necessary and materials will be provided. This group meets every Tuesday from 6:30PM-7:20PM in the Student Wellness Center Room 148.,Health/Wellness,1,Student Wellness Center,"Tue, Feb 25, 2020",6:30 PM – 7:20 PM EST (GMT-5),Student Wellness Center | Room 148,https://dukegroups.com/events/rsvp?id=644659
Drum Circle in the Wellness Center,"Relax, restore, and energize your physical and mental well-being by coming together to create rhythm, a universal language that allows us to connect with ourselves and others. Through this experience you will begin to encounter how drumming induces relaxation and feelings of well-being, while releasing stress. This group meets every Tuesday from 5:15pm - 6:15pm in Room 148 of the Student Wellness Center. Open to all Duke Students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Tue, Feb 25, 2020",5:15 PM – 6:15 PM EST (GMT-5),Student Wellness Center | Room 148,https://dukegroups.com/events/rsvp?id=644631
Tai Chi in the Wellness Center,"Often described as meditation in motion, this wellness experience will allow you to practice self care through exercise while decreasing stress and promoting serenity through gentle, flowing movements. This group meets every Tuesday from 4:00pm - 4:50pm in Room 148 of the Student Wellness Center. Open to all Duke Students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Tue, Feb 25, 2020",4 PM – 4:50 PM EST (GMT-5),Student Wellness Center | Room 148,https://dukegroups.com/events/rsvp?id=644616
Yoga in the Wellness Center,"This wellness experience will allow you to focus on your mind-body connection through physical poses, controlled breathing, and relaxation that will help you manage stress and anxiety. This group meets every Monday from 4:00pm-4:50pm and Tuesday from 3:00pm - 3:50pm in Room 148. Open to all Duke Students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Tue, Feb 25, 2020",3 PM – 3:50 PM EST (GMT-5),Student Wellness Center | Room 148,https://dukegroups.com/events/rsvp?id=644595
Puppies in the Wellness Center,"Do you love puppies?Come help the Duke Canine Cognition Center by socializing their puppies! They'll bring the puppies, you bring the fun!Tuesdays at 12:00PM in the Student Wellness Center Room 148",Health/Wellness,1,Student Wellness Center,"Tue, Feb 25, 2020",12 PM – 1 PM EST (GMT-5),Student Wellness Center Room 148 (1st Floor) Behind the Pharmacy,https://dukegroups.com/events/rsvp?id=686379
Knitting Group in the Wellness Center,"Created by one of our Wellness Interns, this wellness experience gives you a chance to become a part of an inclusive community while learning or improving upon a skill that promotes wellness through the mindful activity of knitting. All materials are provided and no prior experience necessary! This group meets every Monday from 6:30pm - 7:20pm in Oasis West, Room 128 of the Student Wellness Center. Open to all Duke Students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Mon, Feb 24, 2020",6:30 PM – 7:20 PM EST (GMT-5),Student Wellness Center | Oasis Room 128,https://dukegroups.com/events/rsvp?id=644539
Sleight of Hand in the Wellness Center,"This wellness experience gives you the opportunity to learn sleight of hand techniques and close-up magic in an inviting, fun, and relaxed social atmosphere. No experience necessary! Performing magic serves as a positive distraction, provides an opportunity to learn a new skill to share with others, and promotes mindfulness through hands-on learning. Each session is facilitated by a member of the Duke Sleight Club. This group meets every Monday from 5:00pm - 5:50pm in Room 128 of the Student Wellness Center. Open to all Duke Students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Mon, Feb 24, 2020",5 PM – 5:50 PM EST (GMT-5),Student Wellness Center | Oasis Room 129,https://dukegroups.com/events/rsvp?id=644512
Yoga in the Wellness Center,"This wellness experience will allow you to focus on your mind-body connection through physical poses, controlled breathing, and relaxation that will help you manage stress and anxiety. This group meets every Monday from 4:00pm-4:50pm and Tuesday from 3:00pm - 3:50pm in Room 148. Open to all Duke Students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Mon, Feb 24, 2020",4 PM – 4:50 PM EST (GMT-5),Student Wellness Center | Room 148,https://dukegroups.com/events/rsvp?id=644496
Guided Meditation in the Wellness Center,"This wellness experience allows you to learn a new skill or continue your practice as you relax more and worry less while coming together with the greater Duke community. Each session is guided by a facilitator. This group meets every Monday from 12:00pm - 12:50pm in Room 148 of the Student Wellness Center. Open to all Duke Students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Mon, Feb 24, 2020",12 PM – 12:50 PM EST (GMT-5),Student Wellness Center | Room 148,https://dukegroups.com/events/rsvp?id=644426
Tea Tasting in the Wellness Center,"In partnership with Duke CommuniTEA, this wellness experience allows you to gain a deeper understanding of wellness through tea culture. You will have the opportunity to interact through the medium of tea appreciation in a space that promotes relaxation and self-care. This group meets every Sunday from 5:00pm - 5:50pm in Oasis West, Room 128 in the Student Wellness Center.",Health/Wellness,1,Student Wellness Center,"Sun, Feb 23, 2020",5 PM – 5:50 PM EST (GMT-5),Student Wellness Center | Oasis Room 129,https://dukegroups.com/events/rsvp?id=644385
Expressive Writing in the Wellness Center,Expressive writing workshops use writing to help you explore ways to manage stressful events and upheavals in your life. It focuses on internal healing and self-reflection to improve mental and physical health. You will be guided through a series of restorative writing exercises; no previous writing experience is necessary! Join us to start writing your story. This group meets every Thursday from 3:00pm-3:50pm in Room 148 of the Student Wellness Center.,Health/Wellness,1,Student Wellness Center,"Thu, Feb 20, 2020",3 PM – 3:50 PM EST (GMT-5),Student Wellness Center | Room 148,https://dukegroups.com/events/rsvp?id=644725
Global Conversations in the Wellness Center,"Come join us for English conversations on cultural perspectives, world news, local events, and more. Thursdays from 1:00-1:50PM in Wellness Center Room 148. International and domestic students, scholars, spouses, and staff are all welcome! No registration is necessary. Questions? Contact Rene Caputo, r.caputo@duke.edu",Health/Wellness,1,Student Wellness Center,"Thu, Feb 20, 2020",1 PM – 1:50 PM EST (GMT-5),Student Wellness Center | Room 148,https://dukegroups.com/events/rsvp?id=644701
PASH Chat in the Wellness Center,"Peer Advocacy for Sexual Health (PASH) Chat is an opportunity for students to discuss sexual health and healthy relationships in a safe and empowering environment. This group meets every Wednesday from 6:00pm-6:50pm in Room 144 of the Student Wellness Center. Open to all Duke Students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Wed, Feb 19, 2020",6 PM – 6:50 PM EST (GMT-5),Student Wellness Center | Room 144,https://dukegroups.com/events/rsvp?id=644680
Drum Circle in the Wellness Center,"Relax, restore, and energize your physical and mental well-being by coming together to create rhythm, a universal language that allows us to connect with ourselves and others. Through this experience you will begin to encounter how drumming induces relaxation and feelings of well-being, while releasing stress. This group meets every Tuesday from 5:15pm - 6:15pm in Room 148 of the Student Wellness Center. Open to all Duke Students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Tue, Feb 18, 2020",5:15 PM – 6:15 PM EST (GMT-5),Student Wellness Center | Room 148,https://dukegroups.com/events/rsvp?id=644630
Flower Power in the Wellness Center,"This wellness experience focuses on creating moments of relaxation and relationship building through crafting. This group meets biweekly on Tuesdays from 5:00pm-5:50pm in Room 144 of the Student Wellness Center. Open to all Duke Students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Tue, Feb 18, 2020",5 PM – 5:50 PM EST (GMT-5),Student Wellness Center | Room 144,https://dukegroups.com/events/rsvp?id=644780
Tai Chi in the Wellness Center,"Often described as meditation in motion, this wellness experience will allow you to practice self care through exercise while decreasing stress and promoting serenity through gentle, flowing movements. This group meets every Tuesday from 4:00pm - 4:50pm in Room 148 of the Student Wellness Center. Open to all Duke Students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Tue, Feb 18, 2020",4 PM – 4:50 PM EST (GMT-5),Student Wellness Center | Room 148,https://dukegroups.com/events/rsvp?id=644615
Yoga in the Wellness Center,"This wellness experience will allow you to focus on your mind-body connection through physical poses, controlled breathing, and relaxation that will help you manage stress and anxiety. This group meets every Monday from 4:00pm-4:50pm and Tuesday from 3:00pm - 3:50pm in Room 148. Open to all Duke Students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Tue, Feb 18, 2020",3 PM – 3:50 PM EST (GMT-5),Student Wellness Center | Room 148,https://dukegroups.com/events/rsvp?id=644594
Anxiety Busters,This workshop will demonstrate and guide you through learning and rehearsing anxiety and stress reduction techniques to help calm the body and quiet the mind for more effective study and rewarding connections.,Health/Wellness,1,Student Wellness Center,"Tue, Feb 18, 2020",1 PM – 2 PM EST (GMT-5),Student Wellness Center | 3rd Floor,https://dukegroups.com/events/rsvp?id=669586
Knitting Group in the Wellness Center,"Created by one of our Wellness Interns, this wellness experience gives you a chance to become a part of an inclusive community while learning or improving upon a skill that promotes wellness through the mindful activity of knitting. All materials are provided and no prior experience necessary! This group meets every Monday from 6:30pm - 7:20pm in Oasis West, Room 128 of the Student Wellness Center. Open to all Duke Students, faculty, and staff.",Health/Wellness,1,Student Wellness Center,"Mon, Feb 17, 2020",6:30 PM – 7:20 PM EST (GMT-5),Student Wellness Center | Oasis Room 128,https://dukegroups.com/events/rsvp?id=644538
